상호명,업종중분류명,업종소분류명,표준산업분류명,행정동명,위도,경도,네이버키워드,naver_store_url,store_address,store_score,visitor_review
노가리,유흥주점,호프/맥주,기타 주점업,인계동,37.2769885397574,127.035232619799,인계동%20노가리,https://m.place.naver.com/restaurant/1070065904,경기 수원시 팔달구 인계로108번길 44,,/안주 양이 넘~.적어요...노가리3마리에 만원..../음악도 좋고 분위기도 좋았는데 모듬소세지 추가로 시키고 냄새나서 먹다나왔네요… 안주만 맛있다면 단골가능/굿../굿..
뚱땡이회수산,일식/수산물,횟집,한식 음식점업,인계동,37.2661724065125,127.021683379829,인계동%20뚱땡이회수산,https://m.place.naver.com/restaurant/32625338,경기 수원시 팔달구 세지로 166,,
개성집,한식,한식/백반/한정식,한식 음식점업,인계동,37.2652362459185,127.034976689195,인계동%20개성집,https://m.place.naver.com/restaurant/1717479267,경기 수원시 권선구 동수원로177번길 40 아이파크 8단지 상가 146-1,4.18,/사장님 엄청 친절하시고 양도 어마무시해용~~~!!/지금 장소로 이전하시기 전부터 단골매장으로 음식도 맛있고 사장님 내외분 너무 친절 하시지요. 저희가 숙주나물을 너무 잘 먹어 기억해주셔서 감사 합니다 😍👍/가게는 옮겼지만 맛은 변함없어요/다른 동네에서 먹어보고 맛있어서 여기서도 먹어봤는데 너무 맛있네요. 포장상태도 깔끔하고 반찬 넉넉히 부탁드렸더니 넉넉했어요. 매운거 잘 못먹는데도 또 먹게 되는 그런 맛이네요. 다음번엔 조금 더 덜 맵게 먹어야겠어요~ 국물까지 싹싹 먹게 되는 그런 중독성 있어요^^/맛있고 친절해요/맛은있었지만 매장도좁고 서비스가좋진않아요 여긴 배달로 적정할듯요/마중공원에서 먹던그집 맞아요ㅎ 솥밥이랑 동치미가 없어 아쉽지만 다른맛은 그대로라 좋아요.번창하여 넓은매장으로 가면 더좋겠어요.다음주부터는 코다리강정도 먹을수있대요~/공기밥대신 돌솥밥 시켰더니 꿀조합이네요~ 명태갈비도 맵기 매콤하게 시켜도 맵찔이도 충분히 즐길수있더라구요! 다만 아쉬운게있다면 가게가 조 금 환기가되면 좋을거같아요~~ 주방과가까운 구석에 앉으면 매운내가 확올라와서 코가아프더라구욤 ㅜ 이거말고눈 다 좋아뇨~ 초반에나오는 단호박 죽도맛나구~~/내사랑 개성집 친절하고 맛있고 가까워요/맛있네요 정말!
장보고참치,일식/수산물,참치전문점,일식 음식점업,인계동,37.2657087352934,127.026650126926,인계동%20장보고참치,https://m.place.naver.com/restaurant/18198585,경기 수원시 팔달구 인계동 1016,4.27,"/수원의 참치 무한리필 전문집 진짜 오래된 곳이고 실장님이 엄청 친절하시고 서비스도 좋음 참치도 맛좋고 무한리필이라 계속 시켜도 퀼리티 안떨어 짐 스끼로 나오는 것도 맛좋음 참치로 배채울수 있어 추천함/사장님이 잘해주셨어요~^^♡/가성비가 좋아 매일 북적거립니다/조아요/굿/주문할 때, 음식 주실 때 계속 술 얘기하시더니 옆 테이블 치우시면서도 참치 엄청 먹고는 술을 이것밖에 안 먹었다니 뭐니 하면서 먹고 가신 손님들 흉 보시네요. 단골손님분으로 보이시는 분 나가실 때도 같이 오신 여성분들이 술을 안 마시고 참치만 드신다니 하는 얘기도 다 들었고요. 앞접시에 고춧가 루 붙어있고 날파리 날아다니고 숟가락에 먼지 붙어있고 (웬만해서 숟가락 종이로 감싸두면 깨끗하던데요.) 수프에도 먼지가 들어가 있었어요. .../맛있어요/포장해도 양이 진짜 많아요 회도 두툼하고요 요즘 이가격에 ㅇㅣ렇게 양 많은데 없죠 근데 이번엔 머리카락이 나와서 먹다가 많이 버렸어요ㅠㅠ/서비스가 좋아요/좋아요"
고기랑,한식,한식/백반/한정식,한식 음식점업,인계동,37.2645047761659,127.035887963765,인계동%20고기랑,https://m.place.naver.com/restaurant/19747705,경기 수원시 팔달구 권광로196번길 49,4.39,"/친구들하고 먹으러 갔는데 고기도 맛있고 장소도 좋았어요. 친구들이 많아서 단체 모임 장소가 필요했는데 룸처럼 분리된 장소였던점이 좋았고 생각 보다 시끄럽지 않아 만족 스러웠습니다!/인계동고기랑 전 회사 다닐때 알고 난후 고기 생각 나면 가는 맛집 중 하나인데 고기맛이 일품이라 자주 찾아요 이곳은 고기 메뉴는 다 맛있지만 그중에서 흑돼지 오겹이랑 갈비를 완전 추천 메뉴에여!! 인계동 주차 헬인데 요집운 가게앞에 잘되어있어서 불금에 가도 주차 스트레스 덜하고 직원들도 친절한 편이에요~ 후식으로 냉면 잘 안먹는데 비냉 물냉 다 맛있어서 갔다오면 배잡고 나오네요ㅠ그래도 한번 다녀오면 단골되는 맛집 인정~/재방문했어요~! 양념도 괜찮고 냉면도 정말 맛있습니다. 육회도 한우라서 그런지 아주 부드럽고 강추입니다. 직원들도 친절하고 매장 내부도 깔끔합니다^^/왜 사람이 많은지 알것같은..ㅋㅋ 이모님들 너무 친절하셔서 좋았습니당/맛있어요 단체손님이많은이유 알겟어요/고기는 쏘쏘~ 후식 물냉면은 반도 더 남겼어요./숯불에 흑돼지 먹을수있는 식당이라 기대하고 찾아갔는데, 정말 실망이였어요. 처음 주문할때 흑돼지오겹살 2인분에 양념돼지갈비 1인분 주문했고, 직 원이 주문받고 갔다가 다시 돌아와서 재차 물어보길래, 또 다시 말했습니다. 그런데 음식은 흑돼지 2인분만 나왔고, 그냥 그것만 먹고 결제하려는데 계 산서에는 말한적도 없는 생삼겹살이 추가로 찍혀있더라구요.. 그리고 반찬류도 제대로 서빙되지 않았고, 한 번 뭐 주문하려고 하면 같은 말을 세.../갈비살은 맛 있는데 삼겹살은 기름이 넘 많아요/너무 맛있게 잘 먹었어요!/맛있게 먹었어여"
페리카나치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2762552187938,127.037023588769,인계동%20페리카나치킨,https://m.place.naver.com/restaurant/13396411,경기 수원시 팔달구 권광로317번길 12 선경1차아파트,4.88,/포장으로 주문하고 찾으러갔는데 음식 준비 빨리되서 좋았어요!!
봉평막국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,인계동,37.276625356266,127.029384977392,인계동%20봉평막국수,https://m.place.naver.com/restaurant/18211609,경기 수원시 팔달구 경수대로 572,4.59,"/막국수 매니안데 찐맛집이예요 여주식? 막국수처럼 진한양념인데 양념맛이 최고 같이나오는 사골육수도 맛있고 다맛있네요 신랑은 국밥류 좋아하는 데 같이와서 먹어봐야겠어요 완전 추천 꾹!!!/사무실근처~날씨가 더워져서~새콤달콤음식이 먹고 싶었는데~너무 맛있게 잘먹었어요~사장님 스타일도 넘~멋있고 친절합니다/맛있는데 비싸용/맛있어요!!/막국수가 맛있고, 같이 주시는 사골 육수도 일품이네요/좋아요/굿/막국수도 존맛이고 장터국밥도 존맛입니다/조아요/조아요"
아삼모사,한식,한식/백반/한정식,한식 음식점업,인계동,37.2662730243445,127.029529140156,인계동%20아삼모사,https://m.place.naver.com/restaurant/36186727,경기 수원시 팔달구 인계로108번길 27-10,4.34,/콩나물무침~ 너무 맛~ 있어요^^ 겹살이랑 먹으니까~ 조코~ 조코~😄/맛나요/마른김에 밥을 싸도 맛있는곳/찌개 맛있어요/잘먹고왔어요./김치찌게 ᆢ고기두 많구 떡도 있어 좋아요/좋아요/굿/굿~/굿
애슐리,양식,패밀리레스토랑,서양식 음식점업,인계동,37.266303100253,127.034309152592,인계동%20애슐리,https://m.place.naver.com/restaurant/1125162957,경기 수원시 팔달구 인계로 154 뉴코아아울렛 8층,3.92,"/네이버예약×애슐리 이벤트를 통해 런치가격에 디너를 이용^^ 가격면에서는 매우 만족! 이런 이벤트 자주 좀 했음 좋겠습니다. 동수원매장은 이용객도 적고, 음식도 빨리 채워지고, 매니저인듯한 여자직원분도 굉장히 친절하셔서 자주 가는 매장입니다/오랜만에 갔더니 입구에 안내직원도 없고 무인계산하고 입장하게 되었어요. 홀 도와줄 직원을 많이 줄였는지 한두명이었어요. 로봇으로 다니긴하지만, 바쁜 점심시간에는 큰 홀을 한두명이서 서비스를 하기에는 역부족인것 같았어요. 직원을 너무 줄여서 이용하기 불편했어요. 와플기에 청소가 안되었 는지 눌린 그름이 남아서 와플에 먹지 못하고 버렸어요./오늘 모든 음식이 너무너무 맛있었어요 ㅎㅎ 특히 스파게티를 먹으려구 하는데 매니저님인거 같은분이 오셔서 면이 불은거 같다구 5분만 있다 오시면 새로 해드리겠다구 하셔서 나중에 가지러 와야지 하구 지나갔는데 다른 음식들 먹느라 깜빡 했었어요 ㅠㅠ 그런데 매니저님이 직접 담으셔서 가져다 주시더라구여 ㅠㅠ 엄청난 친절함에 감동이 되는 오늘이였습니다 ㅎㅎ 어머님과 순삭해서 먹는 바람에 사진 인증은 패스를 ㅎㅎ 다음에두 다시 .../다른평들에 너무 음식이 말라있다 그릇을 너무 안치운다 말이 많아서 에이 .. 평이 너무 박하다 싶었는데 아니네요 정말 그릇안치워서 로봇이 엄청 많이 싣고다니고 음식은 하.... 진짜 맛이없어요 이런 애슐리 참와봐요 서울에서 먹을때 홍게에 꽃게찜도 나오고 국수도 즉석에서 해주고 메밀소바도 엄청 맛있어서 뭘더 먹을까 고민하며 먹었는데 여긴 와 .... 소바도 너무 맛이 없고 물에 간장 살짝탄맛 ... 김에선 군내나고 국수 끓여주는데는 왠걸 ... .../잘 먹었습니다. 아이들이 간식도 만들며 재밌었어요./아효~~ 내돈 분명 맛있다고 했는데 맛있다는 사람 나와 ㅠㅠ 말라있는 초밥 장국은 생뚱맞게 떨어져 있어 같이 먹지도 못하고 스테이크라했는데 소고 기구운거 첨에 스테이크인지알고 미듐이라했는데 생고기줘서 못먹고 차라리 바짝익은게 먹을만하고 프리미엄은 개뿔 과일 참외 썰어놓은것은 거뭇거 뭇 상한건지 파인애플 먹고 리치는 너무 꽁꽁 얼어있는거 갖다놔서 까서 입에넣었다 뱉음 본사나 계열사 총괄하는 관리직이 순방하며 점검해봐.../과일이 2-3종류밖에 없어서 아쉬웠어요./주말에 가니 즉석 스테이크 무제한에 훈제연어, 립도 있어서 맛있었어요!/가끔 한 번씩 오기 좋긴한데 비싸긴하네요/초밥 ㅡㅡ 다 말라서 어찌 그런걸 먹으라고 세팅해 두는지.. 신경 좀 쓰셔야 할듯"
장터통닭,유흥주점,호프/맥주,기타 주점업,인계동,37.2737593384075,127.019476668365,인계동%20장터통닭,https://m.place.naver.com/restaurant/33081720,경기 수원시 팔달구 수원천로 228,4.68,/양을 크고 많이 주셔서 늘 최고에요!/부모님이 맛나다고 하시네요^^/후라이드맛있어요 양념은 매콤하게 맛있어요/맛있어요/맛있어요/숙주샐러드가 별미에요/맛있어요/맛있어요/맛있어요/닭똥집같이나와요!
진미대림음식점,한식,한식/백반/한정식,한식 음식점업,인계동,37.2746401142586,127.020288375091,인계동%20진미대림음식점,https://m.place.naver.com/restaurant/1893839430,"경기 수원시 팔달구 중부대로 36-1 1,2층(인계동)",,/좋아요
설빙,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2646016832815,127.033406388255,인계동%20설빙,https://m.place.naver.com/restaurant/35271824,경기 수원시 팔달구 인계로166번길 48-21 인계샤르망오피스텔,4.34,/설빙 존맛~~~ 연유 추가해야하는 줄 알았는데 그냥 리필해주신대서 좋았어요 그리고 친절하시더라구요~~ 굿굿/초창기 오픈때는 연유도 무료더니 모든지점이 다변해가는듯 합니다. 어디는 말해야지 그냥주고 어디는 500원주고 사먹어야하고 초창기에는 통이있어 서 갔다먹을수있었는데 변해가는만큼 아쉽네요 맛은 여름에만 찾아먹어서 변했다할순없고 달면 맛은있는 빙수맛입니다^^/아임파인망고설빙은 냉동 망고랑 파인애플 먹다보면 쌩뚱 맞게 씨리얼이 들어 있어요...시원한 맛으로 먹는 빙수인데 완젼 비추에요~/민초설빙 품절이라서 아쉬웠지만 초코설빙도 맛있었어요/굿! 설빙빙수 맛은 믿고 먹죠/여름엔 역시 설빙! 사람 붐비는 시간에 가면 빙수 나오는데 30분 가량 걸리네요. 그래도 설빙이니까! 콘센트 없는건 아쉽./아임파인망고빙수🥭🍧 완전 맛있어요 빙수 안에 시리얼도 들어있는데 진짜 찰떡🤤💗/빙수 너무 맛있어요~~~/새로온 알바는 서비스직 안맞은 신것 같아요..귀찮아하니까 내가 다 불편함/너무 맛있는 것
스타벅스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,인계동,37.2679270087441,127.027940721346,인계동%20스타벅스,https://m.place.naver.com/restaurant/35643998,경기 수원시 팔달구 인계로94번길 3,4.46,"/일층은 앉는데 거의 없고 이층이 좀더 조용하고 좋아요!/베르가못 들어간거 좋아서 시즌때 자주 사먹어요! 색깔도 너무 예쁨 :-) 샐러드는 약간 부실하지만 종종 사먹어요./직원분들이 마지막에 좋은 하루 되세요 하는 인사가 좋았어요!/5-6월달에 자주 들리는 곳!/요즘 자주가는 디티점/신메뉴 한정 먹어보기!/제가 직접 배달 ㅋㅋ 친절한 스벅에서 아아 주문해서 집에 계신 울 엄니 재활운동샘께 넘넘 좋아해주셔서 좋네요😊😍/늘 친절한~~~~~스벅 잘 쉬었다 갑니다😊😍/완전 친절, 완전 매장 청결해요/친절한 스벅 그리고요 이맛에 요즘 중독된듯 맛이👍👍👍"
어랑대구왕뽈찜,일식/수산물,해물찜/탕전문,한식 음식점업,인계동,37.2670574565869,127.025200888837,인계동%20어랑대구왕뽈찜,https://m.place.naver.com/restaurant/31735296,경기 수원시 팔달구 장다리로 194,4.41,/해장 하러 갔어요~ 속이 풀리네요 👍/맛있어요♥ 맛집인정!!/굳/음식이 맛있어요!/굳/맛있어요/오케/맛있어요~~ 굿굿/맛나요~~
서가앤쿡,양식,기타전문서양음식점,서양식 음식점업,인계동,37.2646001210433,127.035424503056,인계동%20서가앤쿡,https://m.place.naver.com/restaurant/33342459,경기 수원시 팔달구 권광로196번길 37,,"/오랜만에 온 서가앤쿡! 맛은 언제 어느 지점에서 먹든 존트맛 보장... 뷰가 좋은 곳에서 아주 맛있게 잘 먹고 갑니다 :) 직원분도 친절하시고 네이버로 예약하고 왔더니 에이드 한 잔됴 무료로 주시네요!! 인계동 들를 때마다 자주 올게요🥰/늘 목살한상에 까르보나라먹는데, 게살리조또먹어보고 반해서 파스타로 먹었어요~ 소스넉넉히달라해서 먹는내내 촉촉하니 맛있었어요! 다만.. 함께서버되지않아서 한개나오고 다음메뉴나오는 시간이 꽤길어요;/너무 맛있어요 🫶🏻🖤✨✨ 또 방문할게요!!/매장이 넓고 깔끔해서 좋구, 음식도 생각보다 빨리 나오고, 너무너무 맛있습니다!👍🏻/오랜만에 친구들과 수다떨기에 넘 좋았어요 음식도 맛있고, 평일 오후라 손님도 많지 않아 즐거운 시간 보내기에 딱 좋았어요 목살 한살, 카르보나라 파 스타 굿입니다요!!!!/평일 점심시간에 방문했는데 직원분이 친절해서 기분 좋은 식사였어요. 김치필라프가 조금 짰네요. 에이드도 특대사이즈, 단체모임엔 서가앤쿡 최고요./매장도 넓고 청결하고 직원분들도 친절해요~ 무엇보다 음식이 다 맛있었어요 특히 소스가 거를 타선이 없네요 맛집 탕탕~!/항상 음식도 맛있고 양도 푸짐해서 자주 방문합니다~/서가앤쿡은 목살한상이 시그니쳐✨이지만 저희는 파스타한상을 좋아했어용! 오랜만에 가니 메뉴가 없어졌더라구요ㅠㅠ 그래서 파스타랑 필라프 단품으로 시켜봤는데 첨에 딱 나왔을땐 ‘뭐양,양너무 작다’라고 생각했어요!!!!! 근데 막상 먹어보니 둘이서 적당히 배부르게 먹었어용 ㅋㅋㅋ 그릇 볼이 깊더라구여 잘먹었습니다🍝/빠르게 나오는 음식 맛도 좋아요"
페리카나치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,인계동,37.2655197807536,127.035491693993,인계동%20페리카나치킨,https://m.place.naver.com/restaurant/13396411,경기 수원시 팔달구 권광로317번길 12 선경1차아파트,4.88,/포장으로 주문하고 찾으러갔는데 음식 준비 빨리되서 좋았어요!!
보영만두,분식,라면김밥분식,분식 및 김밥 전문점,인계동,37.2665368460844,127.030935074215,인계동%20보영만두,https://m.place.naver.com/restaurant/36372970,경기 수원시 영통구 매탄로 106 두성프라자,4.3,/중쫄과 군만두 맛있었는데 쫄면은 물을 좀더 빼주셨으면 좋았을거 같아요./맛있음 쫄면도 맛있음 만두가 맛있음/아주머니 한분이 항상 화가나 계시네요. 밥먹으러 가는사람도 덩달아 화가나네요. 주문한 메뉴를 들고 우리 테이블앞에와서 만두국이요를 외친 아주머니말에 몇초정도 대답늦게했다고 혼잣말로 빨리좀 대답하지 하시네요. xx미안합니다/굿 고기만두 사알짝 비려요/쫄면 군만두 맛있어요/그런데 초기보다 만두의 질은 점점 떨어지는것 같아 아쉬워요/왜인지 모르겠는데 직원들이 엄청 퉁명스럽고 불친절해졌어요... 음식사면서 눈치보이더라구요;; 자주가던곳인데 이제 안갈거같아요ㅜㅜ/워낙 유명하기도 하고 만두도 맛있는데 전 김밥먹으러 종종 방문합니다ㅎㅎ/군만두는 맛있어요. 김밥은 그냥 어디서나 같은맛 김밥 1인분 포장 안됨 김밥만 포장해 는것 아닌데요 2인포장/만두와 쫄면 맛있어요^^
자매보신정,한식,기타고기요리,한식 음식점업,인계동,37.2731715345151,127.027963499139,인계동%20자매보신정,https://m.place.naver.com/restaurant/18194862,경기 수원시 팔달구 경수대로519번길 16,4.48,/어무니가 맛있으시대용 ㅎ ㅎ/못져요/음식이 맛있고 가격도 저령한편인데... 친절함은?!?! 그래도 가게되네요/좋아요/집밥점심으로 최고! ! 좀 늦으면 밥 없어요~/좋아요/좋아요/좋아요/좋아요/좋아요
인타임,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2654596332779,127.029235169577,인계동%20인타임,https://m.place.naver.com/restaurant/1611860221,경기 수원시 팔달구 경수대로446번길 47,,/좋아요
한설참치,일식/수산물,참치전문점,일식 음식점업,인계동,37.2769885397574,127.035232619799,인계동%20한설참치,https://m.place.naver.com/restaurant/234001901,경기 수원시 팔달구 중부대로170번길 17,4.33,"/고급부위도 많이 주시고 같이나오는 요리들도 맛있어요. 리필1번되고 다먹으면 진~~~~짜 배부릅니다!!!! 사장님도 넘 친절하세용^^/와 이 가격에 이정도 퀄리티 참치 말도 안돼요 … 이미 동네분들한테는 소문난 맛집이더라구요 ! 남자친구랑 왔었는데 다음번엔 부모님 모시고 오려구요 다른 서브 반찬들도 다 퀄리티 대박이애우…/참치 엄청 신선하구 너무 잘먹고왔어요😀 참치를 이가격게 먹을수있다니 가성비 진짜 최고에요 음식도 다 맛있었어요! 마지막 고추장수제비까지 아 주 싹싹 다 먹고 왔습니다~ 부모님 모시고 갔는데 엄청 만족하셨어요ㅎㅎ 사장님 번창하셔용^^/살면서 가본 참치집중에 최고에요 ㅠㅠㅠㅠㅠㅠ 구성도 좋고 참치 질도 좋고 가격도 착하고 ❤️ 자꾸 생각나서 조만간 또 갈거에여 ㅡㅡ/정말 너무 맛있는 참치집! 오랜만에 참치먹으러 갔는데 정말 만족하고 갑니다^^ 일단 사장님께서 넘 친절하셨고! 참치맛과 양이! 넘나 많고 만족스러웠어요! 저 뱃살 마블링 미쳐+! 참치맛으로 여기까지 오셨다는데 알것같아요! 영통구 사시면 참치드시러는 여기로 오세요!/가성비 미쳤어요 ㅠㅠㅠㅠ진짜 질도 좋은데 리필양은 어마무시.. 이런 곳은 돈쭐나야해요…!! 특히 무조림도 미쳤어요…💛❤️ 무조림에 공기밥 뚝딱하 고 싶었지만 맛있는 참치땜에 참은건 안비밀~!/참치가 기름이 마니 올라와서 너무 맛잇어용, 주차도 편해서 너무 좋니요/와.. 이곳은 진짜 저만 알고 싶은 곳이에요! 참치 퀄리티 쩔어요..💖 이 가격에 이런 참치가 나온다고? 싶어서 오랜만에 과음했네요 밑반찬도 군더더기 없이 맛있는것만 나오더라구요! 연말에 또 방문할 예정입니다☺️/맛있어요/진짜진짜 굿"
주문진복요리,일식/수산물,복전문,한식 음식점업,인계동,37.2714094111383,127.027354738029,인계동%20주문진복요리,https://m.place.naver.com/restaurant/19412286,경기 수원시 팔달구 경수대로495번길 12-21,4.48,/맛있습니다. 또 오고 싶네요/복요리 다양하게 먹을수 있어서 너무 좋아요 맛있네요 직원분들 다 친절하시고요/가격이좀비싼듯합니다../복지리 맛나요~~~튀김도 주시고~~~넘 맛나요/굿/굿/가서비좋아요/맛나요~~/국물 시원하고 맛있습니다. 양이 적어요 ㅜ/리뷰가 너무 좋아서 갔는데 복튀김 작고 비리고 맛이 변한건지 평범했습니다 그치만 친절하십니다
247클럽라운지,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2655647941348,127.028873038484,인계동%20247클럽라운지,https://m.place.naver.com/restaurant/33705756,경기 수원시 팔달구 인계로108번길 49,,
플레이24,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.264988609955,127.031135302783,인계동%20플레이24,https://m.place.naver.com/restaurant/1146461405,경기 수원시 팔달구 권광로187번길 30 2~4층,,/안녕하세요. 플레이24 가라오케입니다. 모든문의 위번호로 연락부탁드립니다~!!! 많은 문의 전화 부탁드려요.
코끼리아프리카까스까스,일식/수산물,음식점-일식,일식 음식점업,인계동,37.2656501362833,127.029390566099,인계동%20코끼리아프리카까스까스,https://m.place.naver.com/restaurant/1023917051,경기 수원시 팔달구 인계로108번길 39-12 2층9호,4.67,/에비동 맛있고 떡볶이도 맛있어요/좋아용/굳/맛있어요~~~/굿/좋아요
쏘삼208인계,한식,기타고기요리,한식 음식점업,인계동,37.2647660734388,127.034779751435,인계동%20쏘삼208인계,https://m.place.naver.com/restaurant/1261108690,경기 수원시 팔달구 권광로196번길 27 1층,4.67,"/너무 맛있어요 고기를 직접 구워주셔서 딱 알맞게 맛있게 먹을 수 있어 좋았어요 고기 야들야들 부드럽고 맛있어요 찌개,볶음밥, 막창 반찬들 모두 진 짜 말이 필요 없네요 너무 맛있는 맛집 인정👍🏻 회식이나 모임하기에도 너무 좋은 인계동맛집 맛있게 잘 먹었습니다/<인계동 나혜석거리에 위치해있는 고기집> ✔️ 감동세트를 시켰고, 삼겹살/ 목살/ 가브리살 1인분씩 나와요. 👍🏻 찬들이 많이 나오고 (제가 좋아하는 명 이나물까지,, 게다가 안짜고 맛있움ㅠ) 쌀국수까지 나와요👀👀 👥 인기가 많은 곳이라 그런지 사람 진짜 많은걸로 맛집 인증•• 👍🏻직원분께서 고기랑 김치랑 마늘 다 구워주심,, 핵 편함/고기 비주얼로 승부하는 쏘삼이었어요 !! 직원분이 직접 구워주시는거 모르고 직접 불판에 올릴 뻔도 했는데, 갑자기 직원분이 오셔서 화려한 손놀림으로 휘리릭 뚝딱뚝딱 구워주셨는데, 삼겹살/가브리살/목살 차곡차곡 쌓이는게 넘 이뻣어요 ㅋㅋㅋ 차 가져와서 술은 못마셨는데 왜 쏘삼인지 알겠더라구요,,,,나중에 소주마시러 또 오겠습니당/처음 와봤는데 가게도 넓고 직원분들도 친절하세요. 고기도 직접 구워주시는데 진짜 스킬이 장난아니십니다. 덕분에 빨리 맛있는 고기 먹을수 있어서 너무좋네요 저는 오픈런해서 20인분 한정 삼부리살 먹었어요. 다음에도 또 올겁니다/매니저님 휴직이라 그동안 너무 아쉬웠는데 다시 돌아와주셔서 너무 좋아요💜 여기 인기 많아서 미리 네이버 예약하고 가시면 창문 다 열려있는 노상느낌나는 곳에서 삼겹살 찹찹 하실 수 있어요 ㅎㅎ! 구워주시는 고기도 얼큰한 김치찌개도 맛있고 비빔면에 고기 싸먹어도 미치겠으니까 계속 열일해주세요 진짜로:;;;!;!,!!!😋 항상 맛있게 구워주셔서 감사해용 ㅎㅎ/회식하면 늘 여기만 방문해여 고기 맛도 좋고 분위기도 좋아요 ㅎㅎ 가성비 최고에요ㅎㅎ 직원분들도 친절해요 다음에 또 방문할꺼에요 특히 감동세 트가 가성비 죽이고 퐁듀는 꼭 드세요 아니 두번 드세요 ㅎㅎ/미리 예약하고 찾아갔습니다... 고기도 구워주시고.. 알맞게 익어 너무 맛있게 먹었습니다. 나혜석거리에서 돼지고기 찾으신다면 강추합니다!!/첫 방문인데 직원분들도 친절하게 응대해주시고 고기도 맛있습니다!!👍🏻 잘 구워주셔서 감사합니다~ 다음에도 또 올게요~~/너무맛있어요 !!! 고기도 집적 구워주시고 편해요~~! 회식장소로 추천해요🥰🥰🥰🥰/구워주셔서 편하게 맛있게 먹었어요. 명이, 부추~ 돼지고기의 영원한 짝꿍도 있고 쌀국수 리필도 좋아요! 다음에 또! 항정살 꿀맛!"
배트맨,유흥주점,룸살롱/단란주점,일반유흥 주점업,인계동,37.2654482553531,127.027848565166,인계동%20배트맨,https://m.place.naver.com/restaurant/1810012553,경기 수원시 팔달구 경수대로446번길 26,4.67,/굿/좋아요~/좋아요/단체모임하기좋아요~/줗어요/ㅇ/좋아요/첫 방문/맛있어요/굿
써브웨이,패스트푸드,패스트푸드,그외 기타 음식점업,인계동,37.2656322238893,127.033810370287,인계동%20써브웨이,https://m.place.naver.com/restaurant/1558641998,경기 수원시 팔달구 권광로 204 1층,,"/인계동 서브웨이인데 항상 바쁘지만 맛나요 에그랩 처음 먹어보는데 나쁘지 않네요/샌드위치 맛있고, 계산대 계신 큰언니 친절하시고, 커피는 많이 써요^^;;/실내 유리에 모기가 두세마리 붙어있네여 세스코좀 해야겠어요. 그리고 매니져인지 점장인지 캐셔 보는 여직원 안경쓴 분 .. 너무 밑에 직원 과하게 잡던데 (알려주는건지...)손님입장에서 좀 위압감을 느끼네요 뒤에서 조용히 말좀 해주세요/묻는 말에만 대답하란 식이고 대답한거 기억못하고 또물어보고 요구사항은 안들어줌 여직원 불친절.. 야채먹을려고 그나마 갔는데 이제 안감 /지난번에도 그랬는데 채소랑 소스가 질질 새도록 무성의하게 포장해 주시네요...ㅠㅠ/말만 친절하고 말투나 행동은 불친절해요/가끔씩 와서 먹는데 쾌적해서 좋았어요/멘트는 친절한데, 직원분의 행동은 불친절하게 느껴져요 ㅠㅠ 계산 후에 포장한 봉지를 툭하고 던지듯이 주시네요;; 손님이 많으면 이해하지만 매장에 사람이 별로 없었던 걸로 기억해요../알바생분들은 친절한듯 친절하지 않은 곳이고 갈때마다 야채 양이 달라서 조금 아쉽긴 하지만 나쁘지 않은 곳입니다/....불친절하시네요.. 다른곳보다 야채도 적었고 대충주셨어요 써브웨이좋아하지만 이매장엔 두번은 안올꺼같네요"
이가네양갈비양꼬치,한식,곱창/양구이전문,한식 음식점업,인계동,37.2657866203028,127.030651552299,인계동%20이가네양갈비양꼬치,https://m.place.naver.com/restaurant/1960471874,경기 수원시 팔달구 인계로124번길 37 2층 이가네양갈비양꼬치,4.8,"/양꼬치가 이렇게 부드러울 수 있구나/양갈비랑 어향가지가 진짜맛있어요!!/양꼬치가 다른곳에 비해 두툼하고 맛있었어요 !! 재방문의사 충분합니다⭐️/인생에서 먹어본 양고기중에 역대급,,👍🏻/가격이 올랐긴한데 잡내안나고 맛있어요/맛잇어요 추천ㅋㅋ/너무 맛있고 초벌 구이라 먹기 편해요/이가네가 인계동에도 있었다니!!! 맛있어요 양꼬치는 여기가 짱/맛있어요! 여기만 갈듯/양꼬치에서 육즙을 느낄수 있어여!!!!!"
